category	file	line	description	severity	author
dead-code/unused-import	cron/pantheon-sync/sync_scheduler.py	24	import os unused	medium	
dead-code/unused-import	cron/pantheon-sync/test_adapters.py	4	import pytest unused	medium	
dead-code/unused-import	examples/morning-briefing/morning-briefing.example.py	22	import sys unused	medium	
dead-code/unused-import	lib/forge_sweep.py	17	import sys unused	medium	
dead-code/unused-import	lib/forge_sweep.py	19	import copy.deepcopy unused	medium	
dead-code/unused-import	lib/forge_sweep.py	23	import typing.Optional unused	medium	
dead-code/unused-import	lib/forge_sweep.py	23	import typing.Tuple unused	medium	
dead-code/unused-import	lib/ichor_brief.py	29	import os unused	medium	
dead-code/unused-import	lib/ichor_brief.py	33	import typing.Optional unused	medium	
dead-code/unused-import	lib/ichor_forge.py	36	import pathlib.Path unused	medium	
dead-code/unused-import	lib/ichor_forge.py	37	import typing.Optional unused	medium	
dead-code/unused-import	lib/ichor_forge.py	37	import typing.Tuple unused	medium	
dead-code/unused-import	lib/ichor_forge.py	538	import lib.ichor_gates.PHASE_KEYWORDS unused	medium	
dead-code/unused-import	lib/ichor_forge.py	539	import lib.ichor_gates.PHASE_TOOLS unused	medium	
dead-code/unused-import	lib/ichor_forge.py	540	import lib.ichor_gates.RALPHPhase unused	medium	
dead-code/unused-import	lib/ichor_gates.py	43	import dataclasses.field unused	medium	
dead-code/unused-import	lib/ichor_graph_query.py	34	import os unused	medium	
dead-code/unused-import	lib/ichor_graph_query.py	37	import collections.defaultdict unused	medium	
dead-code/unused-import	lib/ichor_graph_query.py	38	import datetime.datetime unused	medium	
dead-code/unused-import	lib/ichor_graph_query.py	38	import datetime.timezone unused	medium	
dead-code/unused-import	lib/ichor_hybrid.py	35	import typing.Tuple unused	medium	
dead-code/unused-import	lib/ichor_memory_score.py	12	import datetime.datetime unused	medium	
dead-code/unused-import	lib/ichor_memory_score.py	12	import datetime.timezone unused	medium	
dead-code/unused-import	lib/ichor_memory_score.py	13	import pathlib.Path unused	medium	
dead-code/unused-import	lib/ichor_memory_score.py	14	import typing.Optional unused	medium	
dead-code/unused-import	lib/ichor_subconscious.py	24	import os unused	medium	
dead-code/unused-import	lib/ichor_subconscious.py	28	import typing.Optional unused	medium	
dead-code/unused-import	pantheon-core/api.py	9	import sanctuary.config.SanctuaryConfig unused	medium	
dead-code/unused-import	pantheon-core/gods/graph_client.py	18	import time unused	medium	
dead-code/unused-import	pantheon-core/gods/hades.py	20	import collections.defaultdict unused	medium	
dead-code/unused-import	pantheon-core/gods/hades.py	23	import typing.Tuple unused	medium	
dead-code/unused-import	pantheon-core/gods/hestia.py	19	import dataclasses.field unused	medium	
dead-code/unused-import	pantheon-core/mcp_server.py	20	import typing.Any unused	medium	
dead-code/unused-import	pantheon-core/model_router.py	19	import json unused	medium	
dead-code/unused-import	pantheon-core/model_router.py	22	import time unused	medium	
dead-code/unused-import	pantheon-core/tests/test_api.py	3	import tempfile unused	medium	
dead-code/unused-import	pantheon-core/tests/test_api.py	4	import pytest unused	medium	
dead-code/unused-import	pantheon-core/tests/test_api.py	13	import importlib unused	medium	
dead-code/unused-import	pantheon-core/tests/test_api.py	14	import api unused	medium	
dead-code/unused-import	pantheon-core/tests/test_harness_loader.py	3	import harness.exceptions.HarnessCircularExtendsError unused	medium	
dead-code/unused-import	pantheon-core/tests/test_hestia.py	7	import pytest unused	medium	
dead-code/unused-import	pantheon-core/tests/test_sanctuary_config.py	3	import pytest unused	medium	
dead-code/unused-import	pantheon-core/tests/test_vault_writer.py	1	import os unused	medium	
dead-code/unused-import	pantheon-core/tests/test_vault_writer.py	4	import pytest unused	medium	
dead-code/unused-import	plugins/ichor-gates/__init__.py	38	import typing.List unused	medium	
dead-code/unused-import	plugins/pantheon-ichor-nudge/__init__.py	33	import typing.Any unused	medium	
dead-code/unused-import	plugins/pantheon-ichor-nudge/__init__.py	33	import typing.Optional unused	medium	
dead-code/unused-import	plugins/pantheon-shared-facts/__init__.py	17	import json unused	medium	
dead-code/unused-import	plugins/pantheon-shared-facts/__init__.py	21	import time unused	medium	
dead-code/unused-import	plugins/pantheon/__init__.py	35	import re unused	medium	
dead-code/unused-import	plugins/pantheon/__init__.py	37	import time unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/classifier.py	12	import typing.Any unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/classifier.py	12	import typing.Dict unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/classifier.py	272	import json unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	9	import json unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	11	import os unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	12	import re unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	15	import time unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	16	import dataclasses.field unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	17	import datetime.date unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	21	import yaml unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	573	import hermes_constants.get_hermes_home unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/ingest.py	582	import plugins.pantheon.PantheonMemoryProvider unused	medium	
dead-code/unused-import	plugins/pantheon/demeter/watcher.py	15	import typing.Any unused	medium	
dead-code/unused-import	plugins/pantheon/graph_client.py	18	import time unused	medium	
dead-code/unused-import	scripts/backfill-embeddings.py	3	import os unused	medium	
dead-code/unused-import	scripts/backfill-embeddings.py	3	import sys unused	medium	
dead-code/unused-import	scripts/batch-embed-catchup.py	12	import json unused	medium	
dead-code/unused-import	scripts/batch-embed-catchup.py	15	import sys unused	medium	
dead-code/unused-import	scripts/demeter-watch.py	5	import os unused	medium	
dead-code/unused-import	scripts/demeter-watch.py	45	import json unused	medium	
dead-code/unused-import	scripts/demeter-watch.py	46	import datetime.datetime unused	medium	
dead-code/unused-import	scripts/demeter-watch.py	46	import datetime.timezone unused	medium	
dead-code/unused-import	scripts/embed-catchup.py	14	import json unused	medium	
dead-code/unused-import	scripts/embed-distilled-catchup.py	9	import json unused	medium	
dead-code/unused-import	scripts/inject-shared-context.py	13	import json unused	medium	
dead-code/unused-import	scripts/inject-shared-context.py	15	import re unused	medium	
dead-code/unused-import	scripts/inject-shared-context.py	17	import datetime.datetime unused	medium	
dead-code/unused-import	scripts/inject-shared-context.py	17	import datetime.timezone unused	medium	
dead-code/unused-import	scripts/janus-bridge-v2.py	14	import sys unused	medium	
dead-code/unused-import	scripts/janus-bridge.py	16	import sys unused	medium	
dead-code/unused-import	scripts/lib/claude_import.py	4	import json unused	medium	
dead-code/unused-import	scripts/lib/claude_import.py	7	import shutil unused	medium	
dead-code/unused-import	scripts/lib/claude_import.py	9	import zipfile unused	medium	
dead-code/unused-import	scripts/lib/claude_import.py	11	import pathlib.Path unused	medium	
dead-code/unused-import	scripts/lib/god_cli/init.py	25	import pathlib.Path unused	medium	
dead-code/unused-import	scripts/lib/god_cli/init.py	36	import pantheon_sdk.print_header unused	medium	
dead-code/unused-import	scripts/lib/god_cli/registry.py	16	import pathlib.Path unused	medium	
dead-code/unused-import	scripts/lib/god_cli/template_engine.py	12	import os unused	medium	
dead-code/unused-import	scripts/lib/pantheon_sdk.py	16	import pathlib.Path unused	medium	
dead-code/unused-import	scripts/morning-briefing.py	23	import sys unused	medium	
dead-code/unused-import	scripts/pantheon-improvement-report.py	20	import typing.List unused	medium	
dead-code/unused-import	scripts/pantheon-improvement-report.py	20	import typing.Optional unused	medium	
dead-code/unused-import	scripts/reembed-athenaeum.py	12	import json unused	medium	
dead-code/unused-import	scripts/reembed-athenaeum.py	17	import typing.Any unused	medium	
dead-code/unused-import	scripts/reembed-athenaeum.py	17	import typing.Dict unused	medium	
dead-code/unused-import	scripts/reembed-athenaeum.py	17	import typing.Optional unused	medium	
dead-code/unused-import	scripts/shared-context-digest.py	13	import os unused	medium	
dead-code/unused-import	scripts/shared-context-digest.py	17	import datetime.timedelta unused	medium	
dead-code/unused-import	scripts/the-fates.py	22	import time unused	medium	
dead-code/unused-import	scripts/the-fates.py	25	import typing.Any unused	medium	
dead-code/unused-import	services/olympus-backend/main.py	17	import sys unused	medium	
dead-code/unused-import	services/olympus-backend/main.py	23	import datetime.timedelta unused	medium	
dead-code/unused-import	services/olympus-backend/main.py	29	import fastapi.responses.JSONResponse unused	medium	
dead-code/unused-import	services/olympus-backend/main.py	30	import pydantic.Field unused	medium	
dead-code/unused-import	tests/test_ichor_gates.py	11	import typing.Any unused	medium	
dead-code/unused-import	tests/test_ichor_gates.py	11	import typing.Dict unused	medium	
dead-code/unused-import	tests/test_ichor_tier_a.py	7	import json unused	medium	
dead-code/unused-import	tests/test_ichor_tier_a.py	12	import lib.ichor_db.IchorDB unused	medium	
dead-code/unused-import	webui/api/athenaeum.py	13	import typing.List unused	medium	
dead-code/unused-import	webui/api/boons.py	13	import typing.Any unused	medium	
dead-code/unused-import	webui/api/boons.py	13	import typing.List unused	medium	
dead-code/unused-import	webui/api/config.py	21	import traceback unused	medium	
dead-code/unused-import	webui/api/config.py	22	import uuid unused	medium	
dead-code/unused-import	webui/api/config.py	24	import urllib.parse.parse_qs unused	medium	
dead-code/unused-import	webui/api/connectors.py	11	import time unused	medium	
dead-code/unused-import	webui/api/gateway_watcher.py	12	import json unused	medium	
dead-code/unused-import	webui/api/helpers.py	8	import api.config.IMAGE_EXTS unused	medium	
dead-code/unused-import	webui/api/helpers.py	8	import api.config.MD_EXTS unused	medium	
dead-code/unused-import	webui/api/models.py	2	import collections unused	medium	
dead-code/unused-import	webui/api/models.py	14	import api.config unused	medium	
dead-code/unused-import	webui/api/olympus_users.py	20	import pathlib.Path unused	medium	
dead-code/unused-import	webui/api/onboarding.py	9	import subprocess unused	medium	
dead-code/unused-import	webui/api/onboarding.py	1802	import os unused	medium	
dead-code/unused-import	webui/api/onboarding.py	1803	import subprocess unused	medium	
dead-code/unused-import	webui/api/providers.py	22	import api.config._get_label_for_model unused	medium	
dead-code/unused-import	webui/api/rollback.py	10	import json unused	medium	
dead-code/unused-import	webui/api/rollback.py	16	import datetime.timezone unused	medium	
dead-code/unused-import	webui/api/routes.py	563	import api.config.IMAGE_EXTS unused	medium	
dead-code/unused-import	webui/api/routes.py	564	import api.config.MD_EXTS unused	medium	
dead-code/unused-import	webui/api/routes.py	566	import api.config.MAX_FILE_BYTES unused	medium	
dead-code/unused-import	webui/api/routes.py	567	import api.config.MAX_UPLOAD_BYTES unused	medium	
dead-code/unused-import	webui/api/routes.py	1870	import api.models._write_session_index unused	medium	
dead-code/unused-import	webui/api/routes.py	1889	import api.workspace.safe_resolve_ws unused	medium	
dead-code/unused-import	webui/api/routes.py	1894	import api.workspace._workspace_blocked_roots unused	medium	
dead-code/unused-import	webui/api/routes.py	3354	import api.config.HOST unused	medium	
dead-code/unused-import	webui/api/routes.py	6219	import shlex unused	medium	
dead-code/unused-import	webui/api/routes.py	7085	import api.olympus_users.list_users unused	medium	
dead-code/unused-import	webui/api/routes.py	7597	import api.helpers._safe_first unused	medium	
dead-code/unused-import	webui/api/streaming.py	11	import queue unused	medium	
dead-code/unused-import	webui/api/streaming.py	25	import api.config.SESSION_DIR unused	medium	
dead-code/unused-import	webui/api/streaming.py	221	import api.workspace.set_last_workspace unused	medium	
dead-code/unused-import	webui/api/upload.py	6	import email.parser unused	medium	
dead-code/unused-import	webui/api/upload.py	11	import api.helpers.bad unused	medium	
dead-code/unused-import	webui/api/upload.py	110	import os unused	medium	
dead-code/unused-import	webui/api/workspace.py	24	import api.config.IMAGE_EXTS unused	medium	
dead-code/unused-import	webui/api/workspace.py	24	import api.config.MD_EXTS unused	medium	
dead-code/unused-import	webui/tests/test_1038_pwa_auth_redirect.py	14	import re unused	medium	
dead-code/unused-import	webui/tests/test_1058_adaptive_title_refresh.py	13	import types unused	medium	
dead-code/unused-import	webui/tests/test_1058_adaptive_title_refresh.py	14	import unittest unused	medium	
dead-code/unused-import	webui/tests/test_1079_cron_session_project.py	5	import shutil unused	medium	
dead-code/unused-import	webui/tests/test_1079_cron_session_project.py	6	import tempfile unused	medium	
dead-code/unused-import	webui/tests/test_1079_cron_session_project.py	10	import tests.conftest.TEST_STATE_DIR unused	medium	
dead-code/unused-import	webui/tests/test_1079_cron_session_project.py	10	import tests.conftest._post unused	medium	
dead-code/unused-import	webui/tests/test_1079_cron_session_project.py	10	import tests.conftest.TEST_BASE unused	medium	
dead-code/unused-import	webui/tests/test_1560_password_env_var_no_op.py	23	import os unused	medium	
dead-code/unused-import	webui/tests/test_1560_password_env_var_no_op.py	222	import api.config.save_settings unused	medium	
dead-code/unused-import	webui/tests/test_1695_aiagent_import_error_detail.py	23	import os unused	medium	
dead-code/unused-import	webui/tests/test_1695_aiagent_import_error_detail.py	27	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_1710_folder_tooltip.py	10	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_745_code_block_newlines.py	9	import re unused	medium	
dead-code/unused-import	webui/tests/test_745_code_block_newlines.py	11	import sys unused	medium	
dead-code/unused-import	webui/tests/test_779_html_preview.py	2	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_approval_queue.py	7	import json unused	medium	
dead-code/unused-import	webui/tests/test_approval_queue.py	123	import threading unused	medium	
dead-code/unused-import	webui/tests/test_approval_sse.py	14	import json unused	medium	
dead-code/unused-import	webui/tests/test_approval_unblock.py	9	import threading unused	medium	
dead-code/unused-import	webui/tests/test_approval_unblock.py	29	import tools.approval.submit_pending unused	medium	
dead-code/unused-import	webui/tests/test_background_tasks.py	23	import os unused	medium	
dead-code/unused-import	webui/tests/test_background_tasks.py	26	import time unused	medium	
dead-code/unused-import	webui/tests/test_background_tasks.py	28	import unittest.mock.patch unused	medium	
dead-code/unused-import	webui/tests/test_bootstrap_dotenv.py	21	import sys unused	medium	
dead-code/unused-import	webui/tests/test_bootstrap_dotenv.py	25	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_bootstrap_foreground.py	61	import unittest.mock.patch unused	medium	
dead-code/unused-import	webui/tests/test_byok_model_dropdown.py	222	import urllib.parse.urlparse unused	medium	
dead-code/unused-import	webui/tests/test_cancel_interrupt.py	5	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_clarify_sse.py	12	import textwrap unused	medium	
dead-code/unused-import	webui/tests/test_cmd_idle_fallback.py	11	import re unused	medium	
dead-code/unused-import	webui/tests/test_commands_endpoint.py	5	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_cron_no_agent_edit.py	5	import re unused	medium	
dead-code/unused-import	webui/tests/test_cron_run_job_import.py	9	import inspect unused	medium	
dead-code/unused-import	webui/tests/test_custom_providers_in_panel.py	7	import json unused	medium	
dead-code/unused-import	webui/tests/test_custom_providers_in_panel.py	8	import os unused	medium	
dead-code/unused-import	webui/tests/test_custom_providers_in_panel.py	14	import tests._pytest_port.BASE unused	medium	
dead-code/unused-import	webui/tests/test_default_workspace_fallback.py	2	import pathlib.Path unused	medium	
dead-code/unused-import	webui/tests/test_empty_session_no_disk_write.py	22	import time unused	medium	
dead-code/unused-import	webui/tests/test_empty_session_no_disk_write.py	29	import api.models.Session unused	medium	
dead-code/unused-import	webui/tests/test_excalidraw_inline_embed.py	2	import re unused	medium	
dead-code/unused-import	webui/tests/test_gateway_sync.py	13	import os unused	medium	
dead-code/unused-import	webui/tests/test_gateway_sync.py	1922	import time unused	medium	
dead-code/unused-import	webui/tests/test_issue1095_pasted_images.py	8	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1105_ssrf_custom_providers.py	8	import os unused	medium	
dead-code/unused-import	webui/tests/test_issue1105_ssrf_custom_providers.py	9	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1106_custom_providers_models.py	2	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1139_password_remote.py	8	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1140_cron_badge_per_job.py	11	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1144_session_time_sync.py	21	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1195_session_profile_routing.py	4	import os unused	medium	
dead-code/unused-import	webui/tests/test_issue1195_session_profile_routing.py	5	import tempfile unused	medium	
dead-code/unused-import	webui/tests/test_issue1202_oauth_provider_status.py	17	import re unused	medium	
dead-code/unused-import	webui/tests/test_issue1202_oauth_provider_status.py	21	import unittest.mock.MagicMock unused	medium	
dead-code/unused-import	webui/tests/test_issue1298_cancel_and_activity.py	22	import api.streaming unused	medium	
dead-code/unused-import	webui/tests/test_issue1361_cancel_data_loss.py	18	import re unused	medium	
dead-code/unused-import	webui/tests/test_issue1361_cancel_data_loss.py	20	import unittest.mock.patch unused	medium	
dead-code/unused-import	webui/tests/test_issue1361_cancel_data_loss.py	26	import api.streaming unused	medium	
dead-code/unused-import	webui/tests/test_issue1384_local_provider.py	29	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1436_context_indicator_load_path.py	31	import json unused	medium	
dead-code/unused-import	webui/tests/test_issue1438_fence_anchoring.py	34	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1499_keyless_onboarding.py	34	import pathlib.Path unused	medium	
dead-code/unused-import	webui/tests/test_issue1500_lmstudio_env_var_alignment.py	30	import pathlib.Path unused	medium	
dead-code/unused-import	webui/tests/test_issue1511_dedup_shared_reference.py	150	import importlib unused	medium	
dead-code/unused-import	webui/tests/test_issue1539_provider_removal_dropdown_invalidation.py	35	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1579_whats_new_link_404.py	19	import os unused	medium	
dead-code/unused-import	webui/tests/test_issue1612_renamed_root_profile.py	14	import os unused	medium	
dead-code/unused-import	webui/tests/test_issue1612_renamed_root_profile.py	15	import pathlib.Path unused	medium	
dead-code/unused-import	webui/tests/test_issue1612_renamed_root_profile.py	16	import unittest.mock.patch unused	medium	
dead-code/unused-import	webui/tests/test_issue1614_project_profile_filtering.py	19	import pathlib.Path unused	medium	
dead-code/unused-import	webui/tests/test_issue1614_project_profile_filtering.py	20	import unittest.mock.patch unused	medium	
dead-code/unused-import	webui/tests/test_issue1624_repair_stale_pending_grace.py	18	import threading unused	medium	
dead-code/unused-import	webui/tests/test_issue1624_repair_stale_pending_grace.py	19	import unittest.mock.patch unused	medium	
dead-code/unused-import	webui/tests/test_issue1624_repair_stale_pending_grace.py	21	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue1633_models_cache_version_stamp.py	17	import tempfile unused	medium	
dead-code/unused-import	webui/tests/test_issue1633_models_cache_version_stamp.py	18	import pathlib.Path unused	medium	
dead-code/unused-import	webui/tests/test_issue1823_kanban_not_found.py	7	import types.SimpleNamespace unused	medium	
dead-code/unused-import	webui/tests/test_issue342.py	8	import re unused	medium	
dead-code/unused-import	webui/tests/test_issue467_yolo_mode_toggle.py	15	import pathlib unused	medium	
dead-code/unused-import	webui/tests/test_issue483_inline_diff_viewer.py	2	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue484_json_tree_viewer.py	2	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue492_workspace_reorder.py	2	import json unused	medium	
dead-code/unused-import	webui/tests/test_issue492_workspace_reorder.py	2	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue492_workspace_reorder.py	3	import unittest.mock.call unused	medium	
dead-code/unused-import	webui/tests/test_issue538_mcp_management.py	2	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue538_mcp_management.py	3	import unittest.mock.call unused	medium	
dead-code/unused-import	webui/tests/test_issue569_579.py	11	import re unused	medium	
dead-code/unused-import	webui/tests/test_issue570_permission.py	11	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue572.py	20	import os unused	medium	
dead-code/unused-import	webui/tests/test_issue572.py	26	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue572.py	99	import api.onboarding._SUPPORTED_PROVIDER_SETUPS unused	medium	
dead-code/unused-import	webui/tests/test_issue603_provider_categories.py	14	import pytest unused	medium	
dead-code/unused-import	webui/tests/test_issue607.py	2	import re unused	medium	
dead-code/unused-import	webui/tests/test_issue607.py	4	import pytest unused	medium	
